"id","age","sex","education","nfc01","nfc02","nfc03","nfc04","nfc05","nfc06","nfc07","nfc08","nfc09","nfc10","nfc11","nfc12","nfc13","nfc14","nfc15","nfc16","action_orientation","effortful_control","self_control"
1156,20,"Female","Abitur",6,7,5,2,6,3,2,3,1,2,2,2,5,5,2,3,10,14,-8
1157,22,"Male","Abitur",7,5,4,2,5,3,2,2,1,3,3,1,3,5,1,2,9,8,2
1158,28,"Female","Abitur",5,5,6,1,5,2,1,3,1,3,2,1,2,2,1,2,7,-2,-6
1159,21,"Female","Abitur",6,4,4,3,5,4,3,2,3,2,4,3,3,2,4,4,14,24,5
1160,22,"Female","Abitur",6,4,5,2,5,2,2,2,1,3,4,4,5,4,2,4,16,19,9
1161,21,"Male","Abitur",7,7,6,1,7,2,1,1,1,1,1,1,7,7,1,1,22,20,0
1162,19,"Male","Abitur",6,7,6,2,6,2,4,6,1,2,5,4,7,7,1,1,13,-19,-5
1163,31,"Male","Abitur",6,5,6,2,7,1,1,6,4,1,1,1,5,5,2,4,5,-15,-6
1166,26,"Male","Abitur",7,6,6,1,7,4,2,1,4,2,2,1,6,6,2,2,13,22,-1
1167,24,"Female","Abitur",5,5,5,2,6,4,2,2,2,4,1,1,4,3,3,2,10,2,1
1168,25,"Female","Abitur",4,7,5,1,5,7,2,2,2,1,2,1,3,4,1,2,13,-6,0
1169,28,"Male","Abitur",6,6,4,3,7,5,2,3,1,3,2,2,5,5,1,2,11,16,-4
1170,21,"Female","Abitur",7,4,3,4,6,2,3,4,2,2,4,2,5,4,1,2,8,-5,8
1171,26,"Female","Abitur",7,4,5,1,5,2,2,2,1,2,1,1,4,3,1,4,20,29,15
1172,27,"Male","Abitur",6,6,7,1,7,4,2,1,6,1,1,3,5,5,2,2,4,-13,-14
1173,23,"Female","Abitur",6,5,2,2,5,1,2,4,3,2,3,1,2,3,2,1,11,15,4
1174,20,"Female","Abitur",5,6,5,3,6,1,2,3,2,3,1,1,6,4,1,1,7,-6,0
1176,26,"Male","Abitur",7,6,4,2,6,3,2,5,3,5,4,2,4,2,5,5,18,15,1
1177,23,"Female","Abitur",6,5,5,2,7,4,1,3,4,1,1,1,3,2,2,3,13,40,18
1179,27,"Male","Other",6,7,5,4,6,3,2,2,5,2,1,3,4,6,2,1,18,13,1
1180,20,"Female","Abitur",7,4,5,2,6,2,5,3,2,2,3,2,4,5,2,4,14,12,4
1183,31,"Female","Abitur",7,5,5,2,7,2,2,2,2,5,3,2,5,5,2,2,11,17,13
1184,20,"Female","Abitur",7,6,6,1,7,2,2,1,4,1,1,2,7,7,1,1,10,29,12
1185,28,"Male","Abitur",7,5,4,1,3,6,5,7,2,5,6,6,2,2,2,5,12,2,1
1186,24,"Male","Abitur",7,5,4,1,6,2,2,3,2,2,3,1,2,3,1,2,9,0,-6
1188,25,"Female","Abitur",7,6,5,2,7,4,2,3,1,3,5,2,4,3,2,3,10,17,10
1189,22,"Male","Secondary",6,4,5,2,5,4,2,1,1,2,1,3,3,4,2,1,19,42,21
1190,21,"Female","Abitur",6,6,5,6,5,5,2,4,3,4,3,2,4,4,3,3,12,12,-1
1193,40,"Male","Abitur",6,4,5,2,6,2,2,2,2,2,3,3,5,4,2,3,11,0,-3
1194,23,"Female","Abitur",5,4,6,2,7,2,3,4,5,4,3,2,5,4,3,2,8,15,12
1195,20,"Female","Abitur",7,7,6,2,7,4,1,2,1,3,1,1,7,6,3,2,13,29,8
1196,19,"Female","Abitur",6,6,6,2,7,4,2,2,6,3,2,3,4,2,2,2,13,-5,6
1197,23,"Female","Abitur",5,4,5,2,7,6,4,5,2,2,4,5,5,2,1,5,7,15,-3
1198,29,"Male","Abitur",6,2,7,1,6,7,3,4,2,4,2,2,4,3,1,1,4,-26,-20
1199,23,"Male","Abitur",6,6,4,4,6,7,3,3,3,3,2,2,4,4,2,2,20,14,4
1200,23,"Female","Abitur",7,6,5,1,5,4,1,3,1,2,3,1,2,2,1,1,9,20,9
1203,36,"Female","Abitur",5,4,2,6,2,7,6,5,3,5,5,1,2,2,4,6,20,31,10
1204,25,"Male","Abitur",6,5,3,5,6,6,6,3,5,6,5,5,5,2,2,2,5,-7,-14
1205,27,"Female","Abitur",1,2,2,4,5,7,5,7,5,2,3,1,1,1,2,3,7,-13,0
1207,23,"Male","Abitur",6,3,4,2,6,5,4,4,3,5,3,3,4,2,2,2,9,12,-1
1208,26,"Female","Abitur",7,6,5,1,7,4,2,6,2,2,2,1,7,4,2,2,22,28,17
1210,21,"Female","Abitur",4,5,5,3,6,4,3,3,2,5,3,3,5,5,2,2,3,5,-6
1211,27,"Female","Abitur",6,5,5,2,7,4,3,2,2,4,2,1,4,4,1,2,10,11,-2
1212,27,"Male","Abitur",4,5,5,3,5,3,4,3,3,6,3,3,4,3,2,2,6,-6,-13
1213,25,"Female","Abitur",5,5,5,3,5,4,6,4,5,6,3,4,4,3,3,2,8,-7,-5
1214,25,"Male","Abitur",6,6,4,1,6,4,1,1,1,1,1,1,5,3,2,2,19,19,4
1216,19,"Male","Abitur",6,6,5,1,7,4,1,2,1,3,1,2,5,5,1,1,14,19,0
1217,23,"Female","Abitur",6,4,3,1,7,2,2,1,1,2,1,1,6,5,3,2,9,28,11
1218,28,"Female","Abitur",6,5,3,2,5,6,3,4,4,5,2,3,4,4,4,3,9,0,2
1219,22,"Male","Abitur",6,5,4,6,7,2,4,4,2,6,3,2,1,1,1,1,6,-9,-20
1220,26,"Female","Abitur",6,5,5,1,5,4,2,2,1,2,1,1,3,6,1,2,18,43,17
1221,20,"Female","Abitur",3,2,3,2,5,5,4,5,1,5,1,2,3,4,3,3,4,13,-15
1224,24,"Female","Abitur",6,6,5,1,7,5,2,2,3,5,1,2,5,5,4,3,6,18,1
1225,31,"Female","Abitur",7,6,6,2,5,2,2,2,3,2,3,1,6,6,1,2,7,-4,-1
1226,22,"Male","Abitur",3,5,6,3,6,2,3,4,3,4,5,4,3,4,2,2,6,12,-6
1227,21,"Female","Abitur",6,4,4,1,7,3,1,2,2,4,2,1,5,5,3,2,11,2,-5
1228,23,"Female","Abitur",6,5,4,2,5,3,2,6,4,2,3,3,5,3,3,3,14,7,0
1230,19,"Female","Abitur",5,6,6,1,6,2,2,2,2,1,1,1,5,3,2,2,9,7,3
1232,26,"Female","Secondary",5,4,4,4,3,2,3,2,1,3,4,4,3,3,2,2,6,-15,-12
1234,27,"Female","Abitur",4,4,5,3,5,4,3,3,2,3,5,2,2,2,2,3,4,8,-1
1236,22,"Female","Secondary",7,4,6,6,7,3,2,2,1,1,1,1,6,6,7,1,12,10,-4
1237,24,"Female","Abitur",5,5,2,3,5,4,3,6,5,2,4,2,3,4,2,2,21,22,14
1238,21,"Female","Other",7,7,6,6,7,3,1,2,2,3,1,6,6,3,3,1,10,16,7
1239,19,"Male","Abitur",4,4,3,3,6,3,4,3,2,4,5,2,3,2,3,5,5,5,5
1240,23,"Male","Abitur",6,5,5,2,7,2,2,3,1,4,1,2,3,3,1,1,15,24,0
1241,27,"Male","Abitur",7,7,7,1,7,7,2,3,1,1,1,1,1,7,7,7,3,-17,-21
1242,24,"Male","Abitur",3,3,2,2,5,5,2,5,2,2,3,2,3,2,2,2,4,-18,-17
1243,24,"Male","Abitur",4,5,2,6,6,4,3,4,1,3,2,3,4,6,2,3,11,5,3
1245,28,"Female","Abitur",6,5,5,1,7,2,3,5,1,4,1,1,4,4,1,1,7,21,2
1246,20,"Male","Abitur",5,6,3,2,7,4,2,2,1,2,1,3,6,6,1,2,13,19,-5
1249,25,"Male","Abitur",5,7,7,1,7,1,1,1,2,2,1,1,6,6,4,7,10,-8,4
1250,20,"Female","Abitur",6,6,7,1,7,7,2,2,1,3,2,1,5,5,1,3,7,-5,0
1251,25,"Male","Abitur",7,3,4,1,6,4,5,2,1,3,3,2,3,4,4,3,16,14,-7
1252,20,"Female","Abitur",5,2,2,4,2,6,4,6,2,2,3,1,3,1,7,7,5,-4,-7
1256,24,"Male","Abitur",5,6,2,5,6,7,3,5,3,5,3,7,2,4,1,3,3,-13,-11
1257,23,"Female","Abitur",6,5,5,2,7,2,1,2,1,1,2,2,6,4,3,3,6,9,7
1258,29,"Female","Abitur",5,7,7,1,7,2,6,2,2,2,2,1,5,4,1,1,3,-7,-2
1260,25,"Female","Abitur",5,3,2,4,4,4,5,4,4,4,3,4,3,4,3,3,6,6,5
1261,25,"Female","Abitur",6,4,3,2,5,5,4,3,2,5,5,3,2,3,3,3,11,4,0
1264,28,"Female","Abitur",6,7,6,2,6,4,3,3,2,1,2,3,5,5,3,1,15,5,1
1265,33,"Male","Abitur",7,7,6,2,7,2,2,2,2,2,3,2,3,2,1,1,9,11,8
1266,32,"Male","Abitur",5,4,3,5,2,6,6,2,6,4,6,5,4,3,6,6,7,18,-3
1267,23,"Female","Abitur",6,4,2,3,7,3,2,6,5,3,2,4,1,1,2,3,14,23,7
1268,22,"Female","Abitur",6,4,1,4,6,5,4,4,2,4,2,1,3,3,1,2,13,16,1
1269,19,"Female","Abitur",6,6,5,1,7,3,1,2,1,4,2,1,7,6,1,2,12,29,16
1270,27,"Female","Abitur",5,5,2,1,5,3,3,2,1,3,2,2,3,3,4,5,0,-6,-17
1273,22,"Female","Abitur",5,5,4,1,7,4,2,4,1,5,5,1,1,2,1,2,5,-1,6
1274,20,"Male","Abitur",6,6,4,6,7,3,2,2,1,1,2,1,3,4,1,2,4,0,7
1275,29,"Female","Abitur",6,4,3,2,5,4,3,4,1,2,1,5,4,4,3,3,23,38,9
1276,27,"Female","Abitur",5,4,3,5,6,4,4,5,2,3,2,2,4,3,2,2,6,4,6
1277,25,"Male","Abitur",5,3,3,3,6,5,3,4,3,3,2,3,3,3,3,3,17,17,-1
1279,29,"Female","Other",3,2,3,5,6,4,5,5,2,3,3,5,2,2,4,4,14,17,-9
1280,21,"Female","Abitur",4,3,5,4,6,6,5,2,3,4,2,1,4,3,5,6,5,-18,-1
1281,32,"Male","Abitur",5,5,2,2,5,4,2,4,1,5,3,4,4,4,2,2,2,-16,-7
1284,26,"Male","Abitur",6,5,5,2,6,3,3,2,2,3,1,2,5,2,2,3,8,-17,-9
1285,23,"Male","Abitur",7,6,4,1,6,5,2,2,3,4,3,1,3,5,3,3,10,2,-5
1286,24,"Male","Abitur",6,5,4,2,6,6,2,3,5,3,4,2,4,5,1,1,9,-13,-19
1287,20,"Female","Abitur",5,5,3,2,5,3,2,2,1,2,2,4,3,4,4,1,15,19,5
1288,31,"Female","Abitur",5,5,6,2,6,4,5,2,3,3,2,1,3,2,2,2,2,1,6
1289,25,"Female","Abitur",5,5,4,1,7,4,2,3,2,4,3,2,5,4,2,3,8,-6,-11
1290,22,"Female","Abitur",7,6,6,1,1,1,1,1,1,4,2,2,6,5,2,2,9,15,1
1292,30,"Female","Abitur",6,5,3,3,5,4,3,2,1,2,3,1,3,2,2,2,11,9,12
1293,24,"Female","Abitur",7,6,5,1,7,6,2,5,3,6,3,1,4,4,1,1,3,-2,-2
1294,25,"Female","Abitur",6,5,6,3,7,5,3,4,3,6,4,3,6,5,4,3,5,-2,2
1295,24,"Female","Abitur",6,5,6,1,6,2,2,3,2,2,4,2,5,5,1,2,12,20,15
1296,28,"Female","Abitur",6,5,5,2,7,2,3,4,2,3,4,1,4,2,1,1,10,3,4
1297,23,"Male","Abitur",6,6,7,2,6,3,2,6,7,2,7,2,3,4,5,2,4,-8,-1
1298,25,"Female","Abitur",6,4,4,1,5,5,3,4,3,3,3,3,4,5,1,1,1,-6,-3
1299,26,"Female","Abitur",3,3,3,4,3,5,3,5,3,6,4,5,5,3,5,5,3,-1,-8
1300,23,"Female","Abitur",6,5,7,2,6,4,3,3,4,2,3,3,6,3,5,3,8,16,1
1301,25,"Female","Abitur",5,3,3,2,5,6,5,2,1,5,1,4,2,2,1,1,11,-10,-3
1302,30,"Female","Abitur",6,6,3,5,6,4,6,2,2,3,1,2,6,5,1,1,6,-17,-5
1303,36,"Female","Abitur",6,4,2,3,6,3,3,3,2,3,2,2,5,4,2,3,5,6,1
1304,25,"Female","Abitur",7,7,7,1,6,4,2,3,2,3,1,2,6,6,1,4,10,-2,-1
1305,27,"Female","Abitur",7,6,4,2,7,4,1,6,1,2,2,2,6,4,3,4,3,9,-7
1307,23,"Female","Abitur",6,6,4,1,6,3,2,1,1,2,1,1,5,5,1,1,11,17,-6
1308,20,"Female","Abitur",6,5,5,2,7,3,3,4,3,1,2,2,3,2,2,3,15,16,5
1309,24,"Male","Abitur",6,5,4,1,5,2,1,3,3,1,1,2,4,5,2,1,11,4,12
1310,24,"Female","Abitur",5,6,4,2,5,7,2,3,1,4,2,1,4,4,3,3,17,1,-5
1312,25,"Female","Abitur",7,7,4,2,6,4,3,3,1,5,3,2,5,4,1,1,6,6,-3
1314,24,"Female","Abitur",6,4,4,5,6,2,4,5,2,4,4,2,5,3,2,1,16,3,4
1315,27,"Female","Abitur",6,3,3,2,3,5,1,3,1,5,1,2,2,1,7,7,12,33,8
1316,25,"Male","Abitur",5,4,3,5,6,5,2,5,1,3,3,5,3,4,1,1,4,5,-4
1317,37,"Female","Abitur",7,4,2,6,2,2,5,5,1,2,5,2,2,2,2,2,16,29,11
1318,22,"Male","Abitur",5,1,1,3,1,7,7,7,7,7,7,7,1,1,7,7,18,21,-6
1319,21,"Female","Abitur",6,5,4,5,5,4,3,5,4,5,4,3,4,3,2,2,3,17,11
1320,29,"Female","Abitur",6,3,6,1,6,4,2,2,3,7,3,1,5,4,1,1,19,22,6
1321,22,"Female","Abitur",6,6,4,1,5,4,2,2,1,1,4,2,2,2,1,1,6,0,10
1322,25,"Female","Abitur",3,2,3,6,2,4,5,6,4,4,3,4,6,6,5,4,2,-17,-8
1324,22,"Female","Abitur",6,6,5,1,7,4,2,1,2,2,2,1,7,5,1,2,9,5,-1
1325,23,"Female","Abitur",4,5,6,1,7,4,4,6,5,5,1,5,1,1,4,2,9,-11,9
1326,19,"Female","Abitur",6,5,3,4,5,3,4,2,1,3,2,4,5,4,3,3,11,15,-8
1327,32,"Male","Abitur",3,2,3,3,4,3,3,4,4,5,3,3,2,1,6,5,3,7,-2
1328,25,"Male","Abitur",5,6,3,3,5,3,2,6,1,4,2,3,3,4,2,1,12,18,-5
1329,23,"Female","Abitur",5,5,6,3,6,3,3,3,3,5,3,4,5,5,4,4,11,6,5
1330,29,"Male","Abitur",6,4,5,2,7,2,3,3,3,4,2,3,4,3,4,3,14,26,10
1331,31,"Male","Abitur",7,7,3,1,6,4,1,1,3,4,1,4,5,4,1,1,9,15,0
1334,26,"Male","Abitur",6,5,4,4,5,7,2,5,1,2,1,3,4,3,2,3,12,7,-15
1335,21,"Male","Abitur",5,5,5,1,7,5,3,6,4,3,4,3,5,4,5,3,7,-4,-2
1336,21,"Female","Abitur",6,5,2,4,6,4,2,6,5,5,4,2,4,6,3,3,1,-6,-10
1337,24,"Male","Abitur",5,3,4,3,6,6,3,4,2,3,3,4,2,2,4,5,6,-1,-6
1339,24,"Male","Abitur",6,7,7,1,7,1,1,1,2,1,1,1,6,7,1,2,15,11,13
1340,20,"Female","Abitur",4,3,5,2,7,3,3,4,1,3,5,2,4,3,1,1,5,-6,-7
1341,27,"Female","Abitur",7,7,6,1,7,1,7,2,1,1,1,2,5,3,5,3,12,29,0
1342,26,"Female","Abitur",5,6,5,1,6,4,3,3,1,3,2,2,3,1,3,3,8,12,9
1343,26,"Male","Abitur",6,6,5,2,6,4,2,3,3,3,2,3,5,4,1,1,20,7,-4
1344,26,"Male","Abitur",6,5,5,4,5,6,4,5,1,2,2,2,6,3,1,1,9,-10,-8
1345,25,"Male","Abitur",3,3,5,3,4,4,5,3,2,5,2,4,3,2,3,5,9,6,-3
1346,21,"Female","Abitur",6,7,6,1,6,3,1,1,1,1,1,1,4,3,1,2,14,22,10
1348,27,"Male","Abitur",6,6,5,3,7,3,2,4,1,4,2,3,1,3,6,3,16,17,5
1349,22,"Male","Abitur",6,4,4,1,6,4,2,4,3,3,4,3,3,3,2,2,5,-2,-2
1350,25,"Female","Abitur",5,3,3,1,7,3,2,3,3,3,3,3,3,3,3,3,3,-11,-6
1352,21,"Male","Abitur",6,3,3,3,4,2,2,2,2,2,2,2,5,3,4,2,12,5,-2
1354,25,"Female","Abitur",6,6,5,2,6,2,2,2,1,3,2,2,3,5,1,1,10,6,-5
1355,27,"Male","Abitur",6,7,5,1,7,2,1,2,1,2,3,2,3,5,1,1,9,12,1
1356,50,"Female","Abitur",7,7,6,4,6,7,1,1,1,1,1,1,7,7,1,1,20,36,11
1358,36,"Male","Abitur",6,5,3,4,5,5,3,4,3,3,3,4,4,3,2,2,12,-3,-3
1359,21,"Male","Abitur",5,6,5,2,6,3,3,4,1,5,2,2,6,4,2,2,7,2,-14
1361,21,"Female","Abitur",6,7,5,2,7,3,2,2,1,2,3,2,4,4,2,2,9,28,9
1362,21,"Female","Abitur",6,6,4,5,7,3,1,3,2,2,5,1,4,4,3,2,3,-2,4
1365,23,"Female","Abitur",6,5,5,5,6,5,5,6,3,4,3,4,4,2,5,3,5,2,2
1368,26,"Female","Abitur",6,6,5,1,7,4,1,1,4,1,1,3,6,5,4,5,19,14,14
1369,27,"Female","Abitur",5,6,6,1,6,1,2,2,2,3,1,5,4,4,1,1,0,-31,-14
1371,20,"Female","Abitur",6,5,3,2,7,3,3,4,3,3,4,2,5,4,3,4,6,10,5
1372,20,"Female","Abitur",5,4,3,3,5,6,5,5,4,4,5,5,4,2,3,3,3,0,-4
1375,28,"Male","Abitur",2,5,6,7,5,7,6,7,6,7,6,6,1,7,2,3,0,-9,-18
1376,22,"Female","Abitur",6,6,6,2,7,3,3,5,2,2,2,2,4,4,2,2,9,17,-4
1377,23,"Female","Abitur",5,4,6,5,6,7,2,3,2,3,2,2,5,4,1,2,15,22,1
1379,29,"Female","Abitur",5,6,3,2,6,2,2,2,2,2,2,2,5,4,2,1,21,13,3
1380,22,"Female","Abitur",7,5,5,2,5,4,1,1,1,3,1,1,3,5,5,2,13,6,-10
1381,24,"Male","Abitur",5,4,5,2,5,3,2,1,3,7,5,6,4,5,5,6,10,6,-9
1382,26,"Female","Abitur",7,6,5,2,7,6,3,3,2,4,2,2,6,5,2,1,5,-7,-7
1383,23,"Male","Secondary",2,3,5,3,2,2,5,4,4,5,6,5,5,5,6,6,12,-2,-10
1384,39,"Female","Abitur",6,6,6,1,6,1,1,1,1,1,1,2,6,6,2,2,17,22,13
1386,26,"Male","Abitur",6,4,4,1,7,2,2,4,3,4,2,4,2,1,1,1,1,0,-9
1387,27,"Female","Abitur",6,6,6,1,6,5,1,2,1,2,7,1,5,5,1,2,12,-10,-16
1389,30,"Female","Abitur",4,2,2,1,7,6,2,1,1,2,4,3,2,2,2,4,6,9,4
1390,25,"Female","Abitur",5,2,2,2,4,3,6,2,6,2,4,6,3,3,2,2,7,1,-2
1392,21,"Female","Abitur",5,5,3,3,3,2,2,3,2,3,3,2,3,3,1,1,10,14,2
1393,24,"Male","Abitur",7,7,6,1,7,2,1,2,2,2,2,1,7,5,1,1,9,20,15
1395,21,"Male","Abitur",4,2,2,6,2,4,7,7,6,6,7,1,2,1,5,2,17,-8,-12
1396,22,"Female","Abitur",6,6,4,3,7,2,2,2,2,3,1,2,5,2,4,3,11,28,19
1397,27,"Male","Abitur",7,6,6,2,6,3,2,2,1,2,2,1,5,6,1,1,16,20,6
1398,25,"Female","Abitur",6,6,5,2,6,4,2,3,3,3,2,2,4,4,3,2,8,16,7
1399,28,"Male","Abitur",2,2,2,3,4,6,6,6,4,6,4,6,2,2,4,3,8,-5,-10
1400,23,"Female","Abitur",5,4,4,5,6,5,5,6,3,4,5,2,3,3,6,5,11,23,2
1401,23,"Male","Abitur",6,7,5,2,5,4,2,4,3,2,4,1,4,1,2,2,8,10,1
1402,28,"Female","Abitur",5,3,2,2,6,4,4,3,1,3,3,2,5,2,2,2,10,14,2
1403,20,"Male","Abitur",6,7,4,3,6,4,2,5,2,2,5,2,6,4,1,1,14,16,0
1404,19,"Male","Abitur",2,2,2,3,3,6,6,6,5,7,6,5,2,2,5,5,2,-19,-15
1405,23,"Male","Abitur",6,5,3,6,7,4,5,4,2,3,4,6,3,3,3,5,8,9,2
1407,23,"Female","Abitur",6,5,6,1,7,4,1,1,1,4,1,1,5,3,1,3,19,21,9
1408,22,"Male","Abitur",6,5,5,2,6,5,3,3,4,5,6,3,3,5,3,2,13,14,3
1409,24,"Female","Abitur",7,6,5,1,7,4,2,1,1,4,1,1,4,4,1,3,8,18,4
1410,28,"Male","Abitur",7,7,6,1,7,3,1,1,1,1,2,1,6,4,1,1,14,21,9
1411,23,"Male","Abitur",5,4,3,2,6,5,5,7,2,7,5,5,3,5,3,6,8,-4,-14
1412,20,"Male","Abitur",6,6,6,2,7,5,2,4,3,3,3,1,6,2,2,1,3,-2,-11
1413,24,"Female","Abitur",7,2,5,2,6,2,1,1,1,1,1,1,7,7,1,1,16,-2,-4
1415,25,"Female","Abitur",5,3,4,2,5,4,2,5,4,3,2,2,4,4,1,2,9,14,-5
1416,20,"Male","Abitur",6,3,7,1,6,4,3,3,6,4,2,2,3,2,2,3,10,14,4
1417,21,"Male","Abitur",3,3,2,2,3,6,6,6,5,3,6,5,2,2,2,1,7,-6,-8
1418,28,"Female","Abitur",7,6,7,2,6,6,3,3,1,5,6,3,5,4,1,1,8,26,0
1423,20,"Female","Other",7,5,7,2,7,4,2,6,1,3,2,5,6,4,2,2,9,6,-9
1424,26,"Male","Abitur",7,6,4,2,6,4,2,3,1,2,1,1,6,6,1,1,14,-4,-13
1425,25,"Male","Abitur",6,4,5,4,3,5,4,5,3,5,4,4,4,3,5,5,7,7,-1
1426,20,"Male","Abitur",6,4,4,1,7,5,2,2,1,2,1,2,5,4,2,1,7,5,3
1427,26,"Male","Abitur",6,4,4,7,5,5,3,3,2,3,2,6,5,3,1,1,5,-12,-10
1429,22,"Female","Abitur",4,5,5,3,5,4,5,4,3,3,3,3,2,2,3,2,12,2,0
1430,27,"Male","Abitur",2,2,1,6,4,6,7,2,4,2,3,2,1,1,5,7,5,-23,-10
1431,27,"Male","Abitur",3,6,2,1,6,5,2,5,4,3,3,3,2,4,1,3,14,-6,-5
1432,21,"Female","Abitur",4,5,5,4,3,6,4,3,1,2,1,1,1,1,7,7,5,-40,-16
1433,24,"Female","Abitur",6,6,6,2,7,4,3,3,2,3,3,2,5,6,2,2,6,19,9
1434,29,"Female","Abitur",6,6,4,4,6,4,4,4,2,1,3,5,2,2,1,1,8,11,5
1435,27,"Female","Abitur",3,5,2,2,7,5,1,3,1,4,2,2,4,3,1,3,3,7,-6
1436,22,"Male","Abitur",7,7,6,4,5,5,2,2,7,2,1,1,6,6,2,2,12,4,11
1438,21,"Female","Abitur",4,6,5,2,5,5,2,2,2,2,2,2,4,3,2,1,4,-18,-6
1439,21,"Male","Abitur",1,2,4,6,4,3,5,5,6,5,4,5,2,3,4,4,8,-13,-3
1440,24,"Female","Abitur",3,3,3,5,5,3,5,5,3,5,5,5,2,2,5,6,8,13,5
1441,24,"Male","Abitur",6,6,6,2,7,4,2,2,1,2,1,1,6,5,1,1,4,-3,-5
1442,23,"Female","Abitur",6,6,6,1,7,3,1,1,1,1,2,1,5,2,3,3,11,20,16
1447,25,"Female","Abitur",5,3,4,3,5,6,4,5,4,5,4,4,3,3,7,7,12,4,-6
1448,21,"Female","Abitur",3,3,3,5,5,5,6,5,3,5,5,4,4,3,3,2,10,-5,-1
1449,24,"Female","Abitur",5,3,3,4,7,3,2,5,3,2,4,3,5,2,1,6,3,-18,-16
1450,26,"Female","Abitur",3,5,4,2,6,3,3,1,1,5,1,5,3,3,1,3,0,-24,-11
1452,26,"Male","Abitur",5,4,3,2,5,5,4,5,2,4,3,2,4,2,3,3,9,4,-12
1453,24,"Male","Abitur",6,4,3,1,4,4,4,7,4,4,1,4,4,2,2,4,12,0,-10
1455,21,"Male","Abitur",5,6,5,6,6,5,3,4,2,6,3,5,5,2,1,1,3,-7,-4
1457,30,"Female","Abitur",6,4,2,5,5,6,3,4,3,3,3,3,2,2,1,2,3,-4,-5
1458,23,"Male","Abitur",7,6,6,1,7,2,1,2,1,1,1,1,6,4,1,1,11,3,-4
1459,23,"Male","Abitur",7,3,4,2,7,5,2,2,1,3,3,2,2,1,1,1,12,12,-5
1461,29,"Female","Abitur",7,7,5,1,7,4,1,1,1,1,1,1,7,4,1,1,17,8,4
1462,26,"Male","Abitur",6,4,4,1,7,2,2,2,1,2,2,1,6,3,1,3,9,6,-3
1463,19,"Male","Abitur",4,5,5,4,6,2,3,5,5,4,5,5,4,4,1,2,6,-2,-3
1465,26,"Male","Abitur",4,5,5,4,3,6,5,6,6,5,5,4,2,6,3,2,8,0,-1
1466,29,"Female","Abitur",3,2,2,6,3,7,6,7,7,5,5,6,2,2,6,5,7,6,-7
1467,27,"Male","Abitur",7,6,5,1,7,5,2,4,2,3,3,2,5,4,1,3,15,4,-4
1469,20,"Male","Abitur",7,4,5,2,4,2,2,2,7,2,2,5,6,5,1,2,12,11,-1
1470,25,"Male","Abitur",6,6,2,1,7,4,2,3,1,2,2,1,4,4,2,2,10,-2,-10
1471,31,"Male","Abitur",6,6,5,2,3,5,2,2,2,2,3,2,6,6,2,2,7,4,-6
1472,25,"Female","Abitur",5,4,5,3,6,2,3,5,1,4,2,4,2,4,2,3,10,-12,3
1473,23,"Male","Abitur",5,2,2,1,4,3,3,5,3,2,6,1,2,1,4,3,17,27,5
1474,24,"Female","Abitur",6,6,6,2,7,3,2,3,2,3,3,4,5,5,2,2,5,9,3
1475,29,"Male","Abitur",5,5,3,2,6,4,4,3,5,3,3,3,3,4,3,2,2,0,-9
1479,26,"Male","Abitur",6,5,3,2,7,5,3,4,2,3,3,2,4,3,4,3,18,12,4
1481,29,"Male","Abitur",6,7,6,2,7,2,3,1,1,2,1,2,6,6,6,6,11,12,5
1482,25,"Male","Abitur",7,6,4,2,6,3,2,2,1,2,3,3,4,4,2,2,12,-9,-8
1483,25,"Female","Abitur",6,6,5,2,6,4,2,3,1,2,2,1,6,4,1,1,13,22,7
1484,29,"Female","Abitur",5,2,5,3,4,2,2,4,1,6,2,1,4,1,3,4,8,14,10
1485,23,"Female","Abitur",6,5,4,2,6,4,3,5,4,3,2,2,4,3,2,2,2,-30,-10
1487,24,"Male","Abitur",5,5,5,2,5,4,2,4,3,3,1,4,4,3,2,3,18,18,7
1488,31,"Male","Abitur",6,4,3,1,7,2,2,3,2,2,2,2,5,4,2,1,10,27,8
1491,24,"Female","Abitur",2,2,3,6,5,6,7,6,5,6,7,1,2,1,2,2,2,-21,-2
1492,23,"Female","Abitur",4,5,3,4,5,3,4,5,5,5,4,5,3,3,2,4,2,-20,-15
1493,26,"Female","Abitur",6,4,3,6,5,7,5,6,4,2,4,5,3,2,3,2,2,1,1
1494,24,"Female","Abitur",5,6,5,2,6,5,2,5,2,3,5,1,3,3,2,2,5,-4,-1
1495,NA,"Female","Abitur",6,7,7,1,1,2,1,2,1,1,1,1,3,2,5,5,12,10,10
1496,25,"Male","Abitur",4,5,2,1,6,2,2,4,7,2,3,1,4,3,1,2,6,16,0
1497,21,"Female","Abitur",2,2,1,6,7,6,6,7,6,7,6,5,3,1,4,4,8,0,19
1499,24,"Female","Abitur",4,5,3,4,5,4,3,4,3,3,5,3,3,2,1,1,5,-2,-3
1500,23,"Female","Abitur",7,6,5,1,7,5,2,1,1,3,1,2,6,6,1,2,11,13,-5
1501,37,"Female","Abitur",6,4,5,4,7,6,2,2,2,3,2,6,6,5,2,3,10,1,1
1502,26,"Female","Abitur",5,5,5,2,4,4,2,4,4,4,4,3,3,4,3,3,4,14,11
1504,18,"Female","Abitur",6,6,5,2,5,7,4,4,2,4,2,2,4,5,3,3,6,5,-12
